subject_id,T0,T2,T3,T6,T10
99691456,[2. 0. 0. 5.],[1. 0. 1.],[0. 0. 0.],[0. 1. 0. 1.],[0. 0. 0. 0.]
99691458,[0. 0. 1. 6.],[1. 0. 0.],[1. 0. 0.],[0. 1. 0. 0.],[0. 0. 1. 0.]
99691460,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691463,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691465,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691466,[0. 1. 0. 6.],[0. 0. 0.],[0. 1. 0.],[0. 0. 0. 0.],[0. 1. 0. 0.]
99691467,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691468,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691471,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691476,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691478,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691479,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691482,[1. 0. 0. 6.],[1. 0. 0.],[0. 0. 0.],[0. 1. 0. 0.],[0. 0. 0. 0.]
99691485,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691498,[6. 0. 0. 1.],[5. 1. 0.],[0. 0. 0.],[0. 2. 0. 4.],[0. 0. 0. 0.]
99691501,[0. 0. 6. 1.],[4. 1. 1.],[1. 5. 0.],[0. 3. 1. 2.],[0. 1. 0. 5.]
99691502,[6. 0. 1. 0.],[7. 0. 0.],[1. 0. 0.],[0. 2. 4. 1.],[0. 0. 1. 0.]
99691505,[6. 0. 1. 0.],[3. 0. 4.],[0. 1. 0.],[0. 0. 0. 7.],[0. 0. 0. 1.]
99691507,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691517,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691519,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691521,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[0. 1. 1. 4.],[0. 0. 0. 0.]
99691522,[3. 0. 1. 3.],[4. 0. 0.],[0. 1. 0.],[0. 3. 0. 1.],[0. 1. 0. 0.]
99691523,[6. 0. 1. 0.],[7. 0. 0.],[0. 1. 0.],[0. 2. 1. 4.],[0. 0. 0. 1.]
99691525,[6. 0. 1. 0.],[7. 0. 0.],[0. 1. 0.],[1. 2. 2. 2.],[0. 0. 0. 1.]
99691528,[7. 0. 0. 0.],[6. 0. 1.],[0. 0. 0.],[1. 4. 0. 2.],[0. 0. 0. 0.]
99691529,[0. 1. 5. 1.],[5. 0. 0.],[0. 6. 0.],[0. 0. 0. 5.],[0. 5. 0. 1.]
99691530,[4. 0. 2. 1.],[6. 0. 0.],[0. 2. 0.],[0. 3. 1. 2.],[0. 0. 0. 2.]
99691532,[3. 0. 4. 0.],[6. 1. 0.],[1. 3. 0.],[0. 4. 2. 1.],[0. 0. 0. 4.]
99691533,[3. 0. 3. 1.],[6. 0. 0.],[0. 3. 0.],[0. 0. 0. 6.],[0. 3. 0. 0.]
99691543,[5. 0. 0. 2.],[5. 0. 0.],[0. 0. 0.],[0. 1. 0. 4.],[0. 0. 0. 0.]
99691544,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691546,[0. 5. 1. 1.],[0. 1. 0.],[0. 6. 0.],[0. 0. 1. 0.],[0. 2. 4. 0.]
99691549,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691551,[0. 6. 1. 0.],[1. 0. 0.],[7. 0. 0.],[0. 0. 1. 0.],[0. 5. 1. 1.]
99691564,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[1. 0. 0. 6.],[0. 0. 0. 0.]
99691568,[0. 2. 4. 1.],[3. 0. 1.],[4. 2. 0.],[0. 1. 0. 3.],[0. 6. 0. 0.]
99691569,[0. 6. 1. 0.],[0. 1. 0.],[6. 0. 1.],[0. 0. 1. 0.],[0. 4. 1. 2.]
99691570,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[0. 5. 2. 0.],[0. 0. 0. 0.]
99691572,[6. 0. 1. 0.],[7. 0. 0.],[0. 1. 0.],[0. 0. 0. 7.],[0. 0. 0. 1.]
99691578,[0. 6. 0. 1.],[0. 0. 0.],[2. 4. 0.],[0. 0. 0. 0.],[0. 4. 1. 1.]
99691579,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691581,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691582,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691583,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691588,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691589,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691590,[1. 0. 0. 6.],[0. 1. 0.],[0. 0. 0.],[1. 0. 0. 0.],[0. 0. 0. 0.]
99691592,[1. 2. 0. 4.],[1. 0. 0.],[0. 2. 0.],[1. 0. 0. 0.],[0. 0. 0. 2.]
99691593,[0. 2. 2. 3.],[2. 0. 0.],[0. 4. 0.],[0. 1. 0. 1.],[1. 0. 0. 3.]
99691607,[2. 0. 0. 5.],[2. 0. 0.],[0. 0. 0.],[0. 0. 0. 2.],[0. 0. 0. 0.]
99691608,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[0. 0. 1. 6.],[0. 0. 0. 0.]
99691611,[6. 0. 0. 1.],[4. 1. 1.],[0. 0. 0.],[0. 0. 0. 6.],[0. 0. 0. 0.]
99691612,[6. 0. 1. 0.],[6. 1. 0.],[0. 0. 1.],[1. 5. 0. 1.],[0. 1. 0. 0.]
99691615,[6. 0. 1. 0.],[6. 0. 1.],[1. 0. 0.],[0. 3. 4. 0.],[0. 1. 0. 0.]
99691628,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[0. 3. 0. 4.],[0. 0. 0. 0.]
99691629,[0. 5. 0. 2.],[0. 0. 0.],[0. 5. 0.],[0. 0. 0. 0.],[0. 4. 0. 1.]
99691630,[5. 0. 1. 1.],[5. 0. 1.],[0. 1. 0.],[1. 2. 3. 0.],[0. 1. 0. 0.]
99691631,[0. 2. 5. 0.],[2. 1. 2.],[1. 5. 1.],[1. 0. 1. 3.],[1. 0. 1. 5.]
99691632,[0. 6. 0. 1.],[0. 0. 0.],[1. 5. 0.],[0. 0. 0. 0.],[0. 4. 0. 2.]
99691636,[0. 1. 0. 6.],[0. 0. 0.],[0. 1. 0.],[0. 0. 0. 0.],[0. 0. 0. 1.]
99691638,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691639,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691640,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691641,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691650,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691653,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691654,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691657,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691658,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691665,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691669,[7. 0. 0. 0.],[6. 1. 0.],[0. 0. 0.],[0. 0. 0. 7.],[0. 0. 0. 0.]
99691671,[2. 0. 0. 5.],[2. 0. 0.],[0. 0. 0.],[0. 0. 0. 2.],[0. 0. 0. 0.]
99691674,[1. 1. 0. 5.],[1. 0. 0.],[0. 1. 0.],[0. 0. 0. 1.],[0. 1. 0. 0.]
99691675,[6. 0. 1. 0.],[6. 0. 1.],[0. 0. 1.],[0. 1. 0. 6.],[1. 0. 0. 0.]
99691682,[5. 1. 0. 1.],[5. 0. 0.],[0. 0. 1.],[0. 0. 0. 5.],[0. 0. 1. 0.]
99691683,[5. 0. 2. 0.],[5. 2. 0.],[1. 0. 1.],[1. 3. 3. 0.],[0. 0. 2. 0.]
99691684,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691685,[5. 0. 0. 2.],[4. 1. 0.],[0. 0. 0.],[0. 1. 0. 4.],[0. 0. 0. 0.]
99691686,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[0. 4. 0. 2.],[0. 0. 0. 0.]
99691687,[6. 1. 0. 0.],[5. 1. 0.],[1. 0. 0.],[1. 3. 2. 0.],[0. 1. 0. 0.]
99691690,[0. 7. 1. 0.],[1. 0. 0.],[0. 7. 1.],[0. 0. 0. 1.],[0. 7. 0. 1.]
99691691,[1. 5. 0. 1.],[1. 0. 0.],[3. 2. 0.],[0. 1. 0. 0.],[0. 5. 0. 0.]
99691694,[1. 4. 1. 1.],[1. 1. 0.],[0. 4. 1.],[0. 1. 1. 0.],[0. 3. 1. 1.]
99691696,[2. 0. 2. 3.],[3. 0. 1.],[0. 1. 1.],[0. 0. 0. 4.],[0. 0. 0. 2.]
99691699,[4. 0. 0. 3.],[4. 0. 0.],[0. 0. 0.],[1. 0. 0. 3.],[0. 0. 0. 0.]
99691710,[1. 0. 1. 5.],[1. 1. 0.],[0. 1. 0.],[0. 1. 0. 1.],[0. 1. 0. 0.]
99691712,[4. 0. 1. 2.],[4. 1. 0.],[1. 0. 0.],[1. 1. 0. 3.],[0. 0. 0. 1.]
99691718,[4. 2. 0. 1.],[4. 0. 0.],[1. 1. 0.],[0. 1. 0. 3.],[1. 0. 1. 0.]
99691719,[2. 1. 3. 1.],[5. 0. 0.],[1. 3. 0.],[0. 3. 0. 2.],[0. 1. 0. 3.]
99691720,[0. 4. 1. 2.],[0. 1. 0.],[0. 5. 0.],[0. 0. 1. 0.],[1. 3. 0. 1.]
99691726,[6. 0. 1. 0.],[6. 1. 0.],[0. 1. 0.],[0. 0. 0. 7.],[0. 0. 0. 1.]
99691727,[2. 0. 4. 1.],[5. 0. 1.],[0. 4. 0.],[0. 1. 0. 5.],[0. 3. 0. 1.]
99691728,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[0. 3. 0. 4.],[0. 0. 0. 0.]
99691729,[6. 0. 1. 0.],[6. 0. 1.],[0. 1. 0.],[1. 1. 5. 0.],[1. 0. 0. 0.]
99691730,[7. 0. 0. 0.],[6. 1. 0.],[0. 0. 0.],[2. 2. 3. 0.],[0. 0. 0. 0.]
99691731,[0. 1. 6. 0.],[6. 0. 0.],[1. 5. 1.],[1. 1. 1. 3.],[0. 2. 0. 5.]
99691732,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691733,[0. 7. 0. 0.],[0. 0. 0.],[3. 4. 0.],[0. 0. 0. 0.],[0. 6. 0. 1.]
99691735,[2. 0. 0. 5.],[1. 1. 0.],[0. 0. 0.],[0. 2. 0. 0.],[0. 0. 0. 0.]
99691739,[6. 1. 0. 0.],[5. 0. 1.],[1. 0. 0.],[0. 5. 1. 0.],[1. 0. 0. 0.]
99691748,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691749,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[0. 1. 1. 5.],[0. 0. 0. 0.]
99691752,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[0. 2. 2. 2.],[0. 0. 0. 0.]
99691755,[0. 4. 2. 1.],[2. 0. 0.],[6. 0. 0.],[0. 1. 0. 1.],[0. 5. 0. 1.]
99691756,[2. 0. 4. 1.],[6. 0. 0.],[0. 4. 0.],[0. 1. 0. 5.],[0. 0. 0. 4.]
99691763,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[0. 1. 0. 6.],[0. 0. 0. 0.]
99691764,[0. 7. 0. 0.],[0. 0. 0.],[4. 3. 0.],[0. 0. 0. 0.],[0. 3. 0. 4.]
99691768,[4. 1. 0. 2.],[4. 0. 0.],[0. 0. 1.],[0. 1. 0. 3.],[0. 0. 1. 0.]
99691770,[6. 1. 0. 0.],[6. 0. 0.],[1. 0. 0.],[0. 1. 2. 3.],[0. 0. 1. 0.]
99691771,[4. 0. 1. 2.],[4. 1. 0.],[0. 1. 0.],[0. 4. 1. 0.],[0. 0. 1. 0.]
99691773,[5. 0. 0. 2.],[4. 1. 0.],[0. 0. 0.],[1. 0. 0. 4.],[0. 0. 0. 0.]
99691774,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691775,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691776,[2. 1. 0. 4.],[0. 2. 0.],[0. 1. 0.],[0. 0. 0. 2.],[0. 0. 0. 1.]
99691777,[1. 6. 0. 0.],[0. 1. 0.],[0. 6. 0.],[0. 0. 0. 1.],[0. 1. 0. 5.]
99691779,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691782,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691785,[3. 0. 0. 4.],[3. 0. 0.],[0. 0. 0.],[0. 0. 0. 3.],[0. 0. 0. 0.]
99691787,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691791,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691797,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691799,[6. 1. 0. 0.],[5. 1. 0.],[0. 1. 0.],[0. 1. 3. 2.],[0. 1. 0. 0.]
99691800,[3. 0. 0. 4.],[2. 0. 1.],[0. 0. 0.],[0. 1. 0. 2.],[0. 0. 0. 0.]
99691802,[5. 0. 0. 2.],[5. 0. 0.],[0. 0. 0.],[1. 1. 3. 0.],[0. 0. 0. 0.]
99691804,[7. 0. 0. 0.],[6. 1. 0.],[0. 0. 0.],[2. 0. 4. 1.],[0. 0. 0. 0.]
99691810,[6. 0. 1. 0.],[7. 0. 0.],[1. 0. 0.],[0. 2. 5. 0.],[0. 0. 1. 0.]
99691813,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691814,[6. 1. 0. 0.],[6. 0. 0.],[0. 0. 1.],[1. 2. 1. 2.],[0. 1. 0. 0.]
99691815,[5. 0. 0. 2.],[5. 0. 0.],[0. 0. 0.],[2. 1. 1. 1.],[0. 0. 0. 0.]
99691817,[1. 0. 0. 6.],[1. 0. 0.],[0. 0. 0.],[0. 1. 0. 0.],[0. 0. 0. 0.]
99691819,[4. 0. 3. 0.],[4. 1. 2.],[1. 1. 1.],[1. 0. 5. 1.],[0. 1. 0. 2.]
99691820,[5. 0. 0. 2.],[5. 0. 0.],[0. 0. 0.],[1. 1. 3. 0.],[0. 0. 0. 0.]
99691821,[4. 0. 0. 3.],[4. 0. 0.],[0. 0. 0.],[0. 1. 2. 1.],[0. 0. 0. 0.]
99691822,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[0. 1. 6. 0.],[0. 0. 0. 0.]
99691823,[0. 3. 1. 3.],[0. 1. 0.],[3. 1. 0.],[0. 0. 0. 1.],[0. 3. 0. 1.]
99691824,[3. 0. 1. 3.],[4. 0. 0.],[1. 0. 0.],[0. 0. 0. 4.],[0. 1. 0. 0.]
99691825,[5. 0. 0. 2.],[5. 0. 0.],[0. 0. 0.],[0. 0. 0. 5.],[0. 0. 0. 0.]
99691826,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[0. 1. 5. 0.],[0. 0. 0. 0.]
99691827,[5. 0. 1. 1.],[6. 0. 0.],[1. 0. 0.],[0. 2. 0. 4.],[0. 0. 0. 1.]
99691828,[3. 0. 0. 4.],[3. 0. 0.],[0. 0. 0.],[0. 0. 0. 3.],[0. 0. 0. 0.]
99691829,[5. 1. 0. 1.],[5. 0. 0.],[0. 1. 0.],[0. 0. 0. 5.],[0. 1. 0. 0.]
99691830,[4. 0. 0. 3.],[3. 1. 0.],[0. 0. 0.],[0. 0. 0. 4.],[0. 0. 0. 0.]
99691835,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691836,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[0. 1. 1. 5.],[0. 0. 0. 0.]
99691837,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691838,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691842,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691849,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691851,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691853,[4. 0. 0. 3.],[3. 1. 0.],[0. 0. 0.],[0. 0. 0. 4.],[0. 0. 0. 0.]
99691854,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691856,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691865,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[0. 0. 0. 6.],[0. 0. 0. 0.]
99691866,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[1. 1. 4. 1.],[0. 0. 0. 0.]
99691867,[5. 0. 2. 0.],[5. 0. 2.],[0. 1. 1.],[1. 5. 1. 0.],[0. 2. 0. 0.]
99691868,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[0. 2. 1. 3.],[0. 0. 0. 0.]
99691869,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[1. 0. 5. 0.],[0. 0. 0. 0.]
99691870,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[0. 3. 3. 0.],[0. 0. 0. 0.]
99691871,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[0. 2. 4. 0.],[0. 0. 0. 0.]
99691872,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691873,[2. 0. 1. 4.],[0. 1. 2.],[0. 1. 0.],[2. 0. 1. 0.],[0. 1. 0. 0.]
99691874,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691878,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691884,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691885,[4. 0. 1. 2.],[1. 4. 0.],[0. 1. 0.],[0. 0. 1. 4.],[0. 0. 0. 1.]
99691887,[6. 0. 1. 0.],[6. 0. 1.],[0. 0. 1.],[2. 3. 2. 0.],[0. 1. 0. 0.]
99691889,[4. 1. 1. 1.],[4. 0. 1.],[0. 1. 1.],[2. 0. 0. 3.],[0. 2. 0. 0.]
99691893,[7. 0. 0. 0.],[4. 1. 2.],[0. 0. 0.],[1. 0. 1. 5.],[0. 0. 0. 0.]
99691902,[4. 0. 2. 1.],[4. 1. 1.],[0. 2. 0.],[0. 1. 1. 4.],[0. 0. 0. 2.]
99691904,[5. 0. 2. 0.],[4. 1. 2.],[1. 1. 0.],[0. 1. 0. 6.],[0. 1. 0. 1.]
99691906,[2. 0. 0. 5.],[2. 0. 0.],[0. 0. 0.],[0. 0. 0. 2.],[0. 0. 0. 0.]
99691907,[0. 7. 0. 0.],[0. 0. 0.],[0. 7. 0.],[0. 0. 0. 0.],[0. 7. 0. 0.]
99691908,[4. 2. 0. 1.],[3. 1. 0.],[1. 0. 1.],[0. 2. 1. 1.],[0. 2. 0. 0.]
99691909,[5. 1. 0. 1.],[5. 0. 0.],[1. 0. 0.],[0. 1. 4. 0.],[0. 1. 0. 0.]
99691910,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[2. 0. 1. 3.],[0. 0. 0. 0.]
99691911,[3. 1. 0. 3.],[3. 0. 0.],[0. 1. 0.],[0. 0. 0. 3.],[0. 1. 0. 0.]
99691912,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691913,[7. 0. 0. 0.],[6. 1. 0.],[0. 0. 0.],[3. 1. 0. 3.],[0. 0. 0. 0.]
99691919,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[2. 0. 0. 4.],[0. 0. 0. 0.]
99691921,[5. 0. 1. 1.],[6. 0. 0.],[1. 0. 0.],[0. 4. 2. 0.],[0. 1. 0. 0.]
99691924,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691925,[7. 0. 0. 0.],[6. 1. 0.],[0. 0. 0.],[0. 1. 5. 1.],[0. 0. 0. 0.]
99691926,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691933,[0. 6. 1. 0.],[0. 1. 0.],[0. 7. 0.],[0. 0. 1. 0.],[0. 0. 6. 1.]
99691939,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691940,[2. 0. 1. 4.],[2. 1. 0.],[0. 0. 1.],[0. 2. 0. 1.],[0. 1. 0. 0.]
99691942,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691943,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[0. 5. 2. 0.],[0. 0. 0. 0.]
99691947,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[0. 0. 5. 2.],[0. 0. 0. 0.]
99691948,[6. 0. 0. 1.],[5. 1. 0.],[0. 0. 0.],[1. 1. 0. 4.],[0. 0. 0. 0.]
99691949,[5. 0. 0. 2.],[5. 0. 0.],[0. 0. 0.],[0. 2. 0. 3.],[0. 0. 0. 0.]
99691950,[5. 0. 0. 2.],[5. 0. 0.],[0. 0. 0.],[0. 3. 2. 0.],[0. 0. 0. 0.]
99691951,[6. 0. 0. 1.],[4. 2. 0.],[0. 0. 0.],[0. 2. 2. 2.],[0. 0. 0. 0.]
99691954,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[1. 4. 1. 1.],[0. 0. 0. 0.]
99691955,[5. 0. 1. 1.],[5. 1. 0.],[0. 1. 0.],[0. 0. 6. 0.],[1. 0. 0. 0.]
99691958,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691961,[5. 0. 0. 2.],[2. 0. 3.],[0. 0. 0.],[0. 1. 0. 4.],[0. 0. 0. 0.]
99691962,[5. 0. 0. 2.],[5. 0. 0.],[0. 0. 0.],[1. 4. 0. 0.],[0. 0. 0. 0.]
99691966,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691973,[1. 0. 1. 5.],[0. 1. 1.],[0. 0. 1.],[1. 1. 0. 0.],[0. 1. 0. 0.]
99691978,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691979,[1. 0. 0. 6.],[1. 0. 0.],[0. 0. 0.],[1. 0. 0. 0.],[0. 0. 0. 0.]
99691982,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691984,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99691992,[1. 1. 0. 5.],[1. 0. 0.],[1. 0. 0.],[0. 1. 0. 0.],[0. 1. 0. 0.]
99691995,[3. 0. 1. 3.],[3. 0. 1.],[0. 1. 0.],[0. 2. 2. 0.],[0. 0. 1. 0.]
99691996,[3. 0. 0. 4.],[2. 1. 0.],[0. 0. 0.],[2. 1. 0. 0.],[0. 0. 0. 0.]
99691998,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99692000,[5. 1. 1. 0.],[5. 1. 0.],[1. 0. 1.],[1. 2. 2. 1.],[0. 1. 1. 0.]
99692001,[6. 0. 1. 0.],[5. 2. 0.],[0. 1. 0.],[0. 2. 5. 0.],[1. 0. 0. 0.]
99692004,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99692005,[5. 1. 1. 0.],[6. 0. 0.],[2. 0. 0.],[0. 0. 1. 5.],[0. 0. 1. 1.]
99692006,[6. 0. 1. 0.],[2. 2. 3.],[0. 0. 1.],[1. 1. 0. 5.],[0. 1. 0. 0.]
99692007,[5. 0. 2. 0.],[4. 3. 0.],[0. 0. 2.],[0. 1. 1. 5.],[0. 0. 1. 1.]
99692008,[6. 0. 0. 1.],[5. 0. 1.],[0. 0. 0.],[2. 2. 1. 1.],[0. 0. 0. 0.]
99692015,[6. 0. 0. 1.],[3. 3. 0.],[0. 0. 0.],[0. 2. 1. 3.],[0. 0. 0. 0.]
99692017,[6. 0. 1. 0.],[3. 0. 4.],[0. 1. 0.],[1. 2. 3. 1.],[0. 1. 0. 0.]
